0, 1561.43, 120, 42, 60008494
0, 2538, 334, 3777, 60008494
1, 157.1, 32, 3812, 60008494
1, 50000, 1, 11135, 60008494
0, 1.5e+06, 2500, 30746, 60008494
0, 5e+06, 2500, 30747, 60008494
1, 6e+08, 2, 31274, 60008494
1, 3328, 3, 11585, 60008494
1, 2.27e+08, 1, 11961, 60008494
1, 1.15e+09, 1, 4348, 60008494
1, 5e+08, 1, 594, 60008494
1, 5e+08, 10, 593, 60008494
1, 5e+08, 1, 593, 60008494
1, 2.05e+08, 2, 18969, 60008494
1, 3.68841e+08, 3, 19281, 60008494
1, 5.4e+07, 4, 19271, 60008494
0, 200000, 8, 14023, 60008494
1, 2.45e+08, 1, 19286, 60008494
1, 8.38e+08, 1, 19197, 60008494
0, 2000.59, 3933, 17869, 60008494
0, 281002, 714, 33065, 60008494
1, 6.72e+08, 1, 19189, 60008494
1, 5.09749e+08, 3, 19187, 60008494
1, 1.092e+08, 2, 18871, 60008494
1, 1.671e+08, 3, 18867, 60008494
1, 2.62331e+07, 6, 14128, 60008494
1, 9.551e+07, 2, 14102, 60008494
1, 149999, 5358, 20763, 60008494
1, 2.47846e+08, 2, 19287, 60008494
1, 1.79999e+08, 1, 18915, 60008494
1, 1.28798e+08, 2, 18963, 60008494
1, 2.49989e+08, 1, 18799, 60008494
1, 5.2359e+08, 3, 19021, 60008494
1, 9.84e+08, 1, 14749, 60008494
1, 1.11959e+09, 2, 3246, 60008494
1, 1.29954e+09, 1, 3127, 60008494
1, 2.04618e+08, 1, 18941, 60008494
1, 1.29999e+08, 6, 16047, 60008494
1, 4.4158e+08, 3, 19347, 60008494
1, 2.91e+08, 1, 19025, 60008494
1, 1.5999e+08, 2, 18967, 60008494
1, 4.1386e+09, 1, 14599, 60008494
1, 998.85, 1229418, 23027, 60008494
0, 1.06974e+09, 1, 23911, 60008494
0, 1.31253e+09, 1, 24483, 60008494
0, 1.6019e+09, 1, 19720, 60008494
0, 3e+06, 3, 17295, 60008494
0, 20000.2, 7, 17304, 60008494
0, 9.19, 37672, 20967, 60008494
1, 9.45e+08, 1, 3092, 60008494
1, 1.2404e+09, 2, 19191, 60008494
1, 178979, 4627, 27415, 60008494
1, 9.9589e+07, 2, 18903, 60008494
1, 9e+07, 4, 13949, 60008494
1, 199995, 455, 27329, 60008494
0, 5.1, 65820, 20979, 60008494
0, 1.07, 73463, 20969, 60008494
0, 5.61e+07, 4, 26294, 60008494
1, 48998.6, 6962, 20785, 60008494
1, 129000, 47530, 30309, 60008494
1, 4.7799e+08, 2, 19311, 60008494
1, 2.44e+08, 2, 18947, 60008494
1, 8.88781e+08, 1, 3478, 60008494
1, 1.929e+08, 2, 19205, 60008494
1, 5.2415e+07, 2, 19272, 60008494
1, 8.69897e+07, 3, 19258, 60008494
1, 189961, 1964, 27415, 60008494
0, 36109.8, 1161, 18618, 60008494
0, 37536.4, 1716, 18616, 60008494
1, 8.17831e+08, 1, 3214, 60008494
1, 1.28894e+08, 1, 3210, 60008494
1, 1.24249e+09, 1, 3108, 60008494
0, 1.80001e+07, 4, 32444, 60008494
1, 4e+08, 1, 583, 60008494
1, 5e+08, 3, 584, 60008494
1, 5e+08, 3, 29248, 60008494
1, 4.5e+08, 3, 587, 60008494
1, 3.989e+07, 5, 19267, 60008494
1, 7.867e+08, 2, 19185, 60008494
1, 2.3549e+08, 4, 18684, 60008494
1, 1.52997e+08, 2, 18682, 60008494
0, 503156, 4, 17287, 60008494
1, 3.1e+06, 5, 14023, 60008494
1, 1.98556e+06, 198, 17143, 60008494
0, 2.50025e+07, 1, 14650, 60008494
0, 1.2e+08, 1, 14648, 60008494
0, 1.50225e+07, 1, 14654, 60008494
0, 1.50394e+07, 1, 14660, 60008494
0, 1.50394e+07, 1, 14668, 60008494
0, 139427, 1, 14664, 60008494
0, 339437, 1, 14662, 60008494
0, 1.8475e+07, 1, 14782, 60008494
0, 1.94997e+07, 1, 14844, 60008494
0, 1.64997e+07, 1, 14846, 60008494
0, 2.6e+07, 1, 14826, 60008494
0, 2.89876e+07, 1, 14828, 60008494
0, 2.9e+07, 1, 14830, 60008494
0, 6.40238e+07, 1, 16605, 60008494
0, 5.60992e+06, 1, 15106, 60008494
0, 4.00099e+07, 1, 15096, 60008494
0, 2.50009e+07, 1, 15292, 60008494
0, 1.60099e+07, 1, 15108, 60008494
0, 1.60099e+07, 1, 15298, 60008494
0, 3.33339e+07, 1, 15100, 60008494
0, 1.75099e+07, 1, 15306, 60008494
0, 1.60099e+07, 1, 15126, 60008494
0, 1.62e+07, 1, 15028, 60008494
0, 5.2e+06, 1, 15248, 60008494
0, 2.90001e+07, 1, 15064, 60008494
0, 2.835e+07, 1, 15268, 60008494
